INV_TYPE,EMP_NO,ARROND,ARROND_NOM,Rue,Rue_cote,No_civique,Emplacement,Coord_X,Coord_Y,SIGLE,Essence_latin,Essence_fr,Essence_ang,DHP,Date_releve,Date_plantation,LOCALISATION,Localisation_code,CODE_PARC,NOM_PARC,Rue_de,Rue_a,Distance_pave,Distance_ligne_rue,Stationnement_jour,Stationnement_heure,District,Remarquable,Code_secteur,Nom_secteur,Coord_X,Coord_Y,Latitude,Longitude
,0006334,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295724,20","5042343,41",,ACER SACCHARINUM,,,"37,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,3,,"295724,20","5042343,41",,
,0006335,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295734,70","5042344,86",,ACER PLATANOIDES,,,"56,00",2024-07.26,,0,,,,,,"0,00",,0,,,,3,,"295734,70","5042344,86",,
,0006336,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295731,77","5042340,17",,FRAXINUS PENNSYLVANICA,,,"43,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,3,,"295731,77","5042340,17",,
,0006337,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295740,51","5042333,40",,GLEDITSIA TRIACANTHOS INERMIS,,,"41,00",2025-04.04,,0,,,,,,"0,00",,Tout temps,,,,3,,"295740,51","5042333,40",,
,0006338,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295744,44","5042339,34",,ACER SACCHARINUM,,,"72,00",2024-07.26,,0,,,,,,"0,00",,0,,,,3,,"295744,44","5042339,34",,
,0006339,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295755,79","5042336,86",,ACER PLATANOIDES,,,"26,00",2025-07.08,,0,,,,,,"0,00",,Tout temps,,,,3,,"295755,79","5042336,86",,
,0006340,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295759,81","5042343,74",,ACER PLATANOIDES,,,"40,00",2024-07.26,,0,,,,,,"0,00",,Mer 9h-11h,,,,3,,"295759,81","5042343,74",,
,0006341,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295759,44","5042347,82",,GLEDITSIA,,,"38,00",2024-07.26,,0,,,,,,"0,00",,0,,,,3,,"295759,44","5042347,82",,
,0006342,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295763,96","5042350,04",,FRAXINUS PENNSYLVANICA,,,"53,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,3,,"295763,96","5042350,04",,
,0006343,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295768,16","5042356,63",,ACER PLATANOIDES,,,"50,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,3,,"295768,16","5042356,63",,
,0006345,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295772,16","5042362,93",,ACER SACCHARINUM,,,"29,00",2025-06.20,,0,,,,,,"0,00",,Tout temps,,,,3,,"295772,16","5042362,93",,
,0006346,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295772,94","5042370,47",,FRAXINUS PENNSYLVANICA,,,"32,00",2024-07.26,,0,,,,,,"0,00",,0,,,,3,,"295772,94","5042370,47",,
,0006347,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295776,53","5042370,89",,ULMUS AMERICANA,,,"104,00",2024-09.12,,0,,,,,,"0,00",,Tout temps,,,,3,,"295776,53","5042370,89",,
,0006349,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295782,62","5042381,50",,ACER PLATANOIDES,,,"46,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,3,,"295782,62","5042381,50",,
,0006350,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295788,16","5042394,64",,QUERCUS RUBRA,,,"63,00",2024-07.26,,0,,,,,,"0,00",,0,,,,3,,"295788,16","5042394,64",,
,0006351,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295792,03","5042396,69",,TILIA CORDATA,,,"48,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,3,,"295792,03","5042396,69",,
,0006352,15,Outremont,PARC J.F. KENNEDY,,      ,Parc,"295797,86","5042405,17",,ACER PLATANOIDES,,,"40,00",2024-07.26,,0,,,,,,"0,00",,0,,,,3,,"295797,86","5042405,17",,
,0006353,15,Outremont,PARC OUTREMONT,,      ,Parc,"296671,83","5041968,53",,ACER PLATANOIDES,,,"81,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296671,83","5041968,53",,
,0006354,15,Outremont,PARC OUTREMONT,,      ,Parc,"296679,59","5041971,53",,ACER SACCHARINUM,,,"42,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296679,59","5041971,53",,
,0006355,15,Outremont,PARC OUTREMONT,,      ,Parc,"296682,00","5041964,97",,ACER SACCHARINUM,,,"72,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296682,00","5041964,97",,
,0006356,15,Outremont,PARC OUTREMONT,,      ,Parc,"296675,40","5041955,42",,ACER SACCHARINUM,,,"60,00",2025-09.10,,0,,,,,,"0,00",,0,,,,4,,"296675,40","5041955,42",,
,0006358,15,Outremont,PARC OUTREMONT,,      ,Parc,"296665,24","5041961,44",,AESCULUS 'AUTUMN SPLENDOR',,,"5,00",2024-03.19,,0,,,,,,"0,00",,0,,,,4,,"296665,24","5041961,44",,
,0006360,15,Outremont,PARC OUTREMONT,,      ,Parc,"296656,31","5041949,12",,ACER PLATANOIDES,,,"67,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296656,31","5041949,12",,
,0006361,15,Outremont,PARC OUTREMONT,,      ,Parc,"296652,35","5041943,90",,ACER PLATANOIDES,,,"60,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296652,35","5041943,90",,
,0006362,15,Outremont,PARC OUTREMONT,,      ,Parc,"296656,52","5041943,81",,ACER SACCHARINUM,,,"65,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296656,52","5041943,81",,
,0006363,15,Outremont,PARC OUTREMONT,,      ,Parc,"296665,60","5041941,16",,AESCULUS GLABRA,,,"5,00",2023-03.19,,0,,,,,,"0,00",,0,,,,4,,"296665,60","5041941,16",,
,0006364,15,Outremont,PARC OUTREMONT,,      ,Parc,"296662,50","5041934,20",,TILIA AMERICANA,,,"8,00",2024-09.10,,0,,,,,,"0,00",,0,,,,4,,"296662,50","5041934,20",,
,0006365,15,Outremont,PARC OUTREMONT,,      ,Parc,"296657,36","5041926,58",,ACER PLATANOIDES,,,"40,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296657,36","5041926,58",,
,0006366,15,Outremont,PARC OUTREMONT,,      ,Parc,"296649,32","5041928,38",,ACER SACCHARINUM,,,"73,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296649,32","5041928,38",,
,0006368,15,Outremont,PARC OUTREMONT,,      ,Parc,"296643,69","5041970,04",,ACER PLATANOIDES,,,"74,00",2025-08.12,,0,,,,,,"0,00",,0,,,,4,,"296643,69","5041970,04",,
,0006369,15,Outremont,PARC OUTREMONT,,      ,Parc,"296649,46","5041971,40",,ACER PLATANOIDES,,,"25,00",2025-08.12,,0,,,,,,"0,00",,0,,,,4,,"296649,46","5041971,40",,
,0006370,15,Outremont,PARC OUTREMONT,,      ,Parc,"296661,07","5041976,01",,ACER PLATANOIDES,,,"24,00",2025-08.12,,0,,,,,,"0,00",,0,,,,4,,"296661,07","5041976,01",,
,0006371,15,Outremont,PARC OUTREMONT,,      ,Parc,"296670,14","5041998,30",,ACER SACCHARUM,,,"47,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296670,14","5041998,30",,
,0006372,15,Outremont,PARC OUTREMONT,,      ,Parc,"296675,35","5041995,12",,ACER SACCHARINUM,,,"17,00",2021-08.04,,0,,,,,,"0,00",,0,,,,4,,"296675,35","5041995,12",,
,0006374,15,Outremont,PARC OUTREMONT,,      ,Parc,"296692,68","5041997,10",,ACER PLATANOIDES,,,"56,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296692,68","5041997,10",,
,0006376,15,Outremont,PARC OUTREMONT,,      ,Parc,"296696,50","5041989,11",,ACER PLATANOIDES,,,"58,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296696,50","5041989,11",,
,0006377,15,Outremont,PARC OUTREMONT,,      ,Parc,"296691,81","5041982,28",,ACER FREEMANII AUTUMN BLAZE,,,"6,00",2021-08.04,,0,,,,,,"0,00",,0,,,,4,,"296691,81","5041982,28",,
,0006380,15,Outremont,PARC OUTREMONT,,      ,Parc,"296683,55","5042026,35",,ACER PLATANOIDES,,,"45,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296683,55","5042026,35",,
,0006381,15,Outremont,PARC OUTREMONT,,      ,Parc,"296692,87","5042026,84",,ACER SACCHARUM,,,"47,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296692,87","5042026,84",,
,0006382,15,Outremont,PARC OUTREMONT,,      ,Parc,"296699,27","5042020,98",,FRAXINUS PENNSYLVANICA,,,"48,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296699,27","5042020,98",,
,0006383,15,Outremont,PARC OUTREMONT,,      ,Parc,"296693,62","5042009,58",,ACER PLATANOIDES,,,"87,00",2025-08.27,,0,,,,,,"0,00",,0,,,,4,,"296693,62","5042009,58",,
,0006385,15,Outremont,PARC OUTREMONT,,      ,Parc,"296715,89","5042018,58",,CELTIS 'PRAIRIE SENTINEL',,,"5,00",2025-07.21,,0,,,,,,"0,00",,0,,,,4,,"296715,89","5042018,58",,
,0006386,15,Outremont,PARC OUTREMONT,,      ,Parc,"296719,27","5042036,91",,ACER SACCHARINUM,,,"59,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296719,27","5042036,91",,
,0006387,15,Outremont,PARC OUTREMONT,,      ,Parc,"296718,28","5042042,46",,ACER SACCHARINUM,,,"98,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296718,28","5042042,46",,
,0006388,15,Outremont,PARC OUTREMONT,,      ,Parc,"296706,73","5042037,28",,TILIA AMERICANA,,,"5,00",2025-07.21,,0,,,,,,"0,00",,0,,,,4,,"296706,73","5042037,28",,
,0006390,15,Outremont,PARC OUTREMONT,,      ,Parc,"296678,91","5042036,72",,FRAXINUS PENNSYLVANICA,,,"62,00",2024-09.17,,0,,,,,,"0,00",,0,,,,4,,"296678,91","5042036,72",,
,0006392,15,Outremont,PARC OUTREMONT,,      ,Parc,"296698,06","5042055,04",,ACER SACCHARINUM,,,"107,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296698,06","5042055,04",,
,0006393,15,Outremont,PARC OUTREMONT,,      ,Parc,"296684,79","5042068,00",,ACER SACCHARINUM,,,"80,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296684,79","5042068,00",,
,0006394,15,Outremont,PARC OUTREMONT,,      ,Parc,"296695,79","5042061,93",,ACER PLATANOIDES,,,"45,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296695,79","5042061,93",,
,0006395,15,Outremont,PARC OUTREMONT,,      ,Parc,"296704,49","5042056,20",,ACER PLATANOIDES,,,"21,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296704,49","5042056,20",,
,0006396,15,Outremont,PARC OUTREMONT,,      ,Parc,"296712,98","5042050,95",,ACER PLATANOIDES,,,"26,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296712,98","5042050,95",,
,0006397,15,Outremont,PARC OUTREMONT,,      ,Parc,"296721,17","5042045,91",,ACER PLATANOIDES,,,"21,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296721,17","5042045,91",,
,0006398,15,Outremont,PARC OUTREMONT,,      ,Parc,"296724,97","5042028,26",,ACER PLATANOIDES,,,"40,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296724,97","5042028,26",,
,0006399,15,Outremont,PARC OUTREMONT,,      ,Parc,"296719,62","5042019,07",,ACER PLATANOIDES,,,"15,00",2021-08.04,,0,,,,,,"0,00",,Tout temps,,,,4,,"296719,62","5042019,07",,
,0006400,15,Outremont,PARC OUTREMONT,,      ,Parc,"296713,54","5042010,20",,ACER PLATANOIDES,,,"17,00",2021-08.04,,0,,,,,,"0,00",,Tout temps,,,,4,,"296713,54","5042010,20",,
,0006401,15,Outremont,PARC OUTREMONT,,      ,Parc,"296708,96","5042001,98",,ACER PLATANOIDES,,,"18,00",2021-08.04,,0,,,,,,"0,00",,Tout temps,,,,4,,"296708,96","5042001,98",,
,0006402,15,Outremont,PARC OUTREMONT,,      ,Parc,"296703,15","5041993,24",,ACER SACCHARINUM,,,"38,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296703,15","5041993,24",,
,0006403,15,Outremont,PARC OUTREMONT,,      ,Parc,"296698,10","5041985,17",,ACER PLATANOIDES,,,"17,00",2021-08.04,,0,,,,,,"0,00",,Tout temps,,,,4,,"296698,10","5041985,17",,
,0006404,15,Outremont,PARC OUTREMONT,,      ,Parc,"296692,41","5041976,01",,ACER PLATANOIDES,,,"18,00",2021-08.04,,0,,,,,,"0,00",,Tout temps,,,,4,,"296692,41","5041976,01",,
,0006405,15,Outremont,PARC OUTREMONT,,      ,Parc,"296682,06","5041959,26",,ACER PLATANOIDES,,,"20,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296682,06","5041959,26",,
,0006406,15,Outremont,PARC OUTREMONT,,      ,Parc,"296677,80","5041951,70",,ULMUS AMERICANA 'PRINCETON',,,"5,00",2024-03.19,,0,,,,,,"0,00",,Tout temps,,,,4,,"296677,80","5041951,70",,
,0006407,15,Outremont,PARC OUTREMONT,,      ,Parc,"296671,80","5041942,98",,ACER PLATANOIDES,,,"27,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296671,80","5041942,98",,
,0006408,15,Outremont,PARC OUTREMONT,,      ,Parc,"296666,61","5041934,69",,ACER FREEMANII AUTUMN BLAZE,,,"8,00",2021-08.04,,0,,,,,,"0,00",,Tout temps,,,,4,,"296666,61","5041934,69",,
,0006409,15,Outremont,PARC OUTREMONT,,      ,Parc,"296661,23","5041926,26",,ACER PLATANOIDES,,,"19,00",2021-08.04,,0,,,,,,"0,00",,Tout temps,,,,4,,"296661,23","5041926,26",,
,0006410,15,Outremont,PARC OUTREMONT,,      ,Parc,"296654,46","5041915,32",,ACER PLATANOIDES,,,"21,00",2025-06.20,,0,,,,,,"0,00",,Tout temps,,,,4,,"296654,46","5041915,32",,
,0006411,15,Outremont,PARC OUTREMONT,,      ,Parc,"296636,23","5041911,57",,ACER PLATANOIDES,,,"15,00",2021-08.04,,0,,,,,,"0,00",,Tout temps,,,,4,,"296636,23","5041911,57",,
,0006412,15,Outremont,PARC OUTREMONT,,      ,Parc,"296628,62","5041916,27",,ACER SACCHARINUM,,,"45,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296628,62","5041916,27",,
,0006413,15,Outremont,PARC OUTREMONT,,      ,Parc,"296618,69","5041922,49",,ACER SACCHARINUM,,,"36,00",2024-07.26,,0,,,,,,"0,00",,Tout temps,,,,4,,"296618,69","5041922,49",,
,0006414,15,Outremont,PARC OUTREMONT,,      ,Parc,"296614,70","5041928,99",,ACER PLATANOIDES COLUMNARE,,,"33,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296614,70","5041928,99",,
,0006415,15,Outremont,PARC OUTREMONT,,      ,Parc,"296615,59","5041934,58",,CELTIS OCCIDENTALIS,,,"45,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296615,59","5041934,58",,
,0006416,15,Outremont,PARC OUTREMONT,,      ,Parc,"296622,57","5041948,17",,ACER SACCHARINUM,,,"43,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296622,57","5041948,17",,
,0006417,15,Outremont,PARC OUTREMONT,,      ,Parc,"296622,64","5041962,51",,ACER SACCHARINUM,,,"86,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296622,64","5041962,51",,
,0006418,15,Outremont,PARC OUTREMONT,,      ,Parc,"296628,78","5041960,29",,QUERCUS RUBRA,,,"9,00",2021-08.04,,0,,,,,,"0,00",,0,,,,4,,"296628,78","5041960,29",,
,0006419,15,Outremont,PARC OUTREMONT,,      ,Parc,"296626,66","5041937,61",,ULMUS AMERICANA 'VALLEY FORGE',,,"5,00",2024-03.19,,0,,,,,,"0,00",,0,,,,4,,"296626,66","5041937,61",,
,0006420,15,Outremont,PARC OUTREMONT,,      ,Parc,"296635,09","5041932,38",,AESCULUS 'AUTUMN SPLENDOR',,,"5,00",2024-03.19,,0,,,,,,"0,00",,0,,,,4,,"296635,09","5041932,38",,
,0006421,15,Outremont,PARC OUTREMONT,,      ,Parc,"296639,46","5041925,41",,ACER SACCHARINUM,,,"67,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296639,46","5041925,41",,
,0006422,15,Outremont,PARC OUTREMONT,,      ,Parc,"296634,06","5041918,79",,FRAXINUS PENNSYLVANICA,,,"43,00",2025-09.10,,0,,,,,,"0,00",,0,,,,4,,"296634,06","5041918,79",,
,0006423,15,Outremont,PARC OUTREMONT,,      ,Parc,"296624,74","5041923,53",,ACER PLATANOIDES,,,"40,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296624,74","5041923,53",,
,0006424,15,Outremont,PARC OUTREMONT,,      ,Parc,"296625,83","5041970,70",,PHELLODENDRON AMU. HIS MAJESTY,,,"5,00",2021-11.29,,0,,,,,,"0,00",,0,,,,4,,"296625,83","5041970,70",,
,0006425,15,Outremont,PARC OUTREMONT,,      ,Parc,"296639,89","5041973,54",,ACER SACCHARINUM,,,"49,00",2025-08.12,,0,,,,,,"0,00",,0,,,,4,,"296639,89","5041973,54",,
,0006426,15,Outremont,PARC OUTREMONT,,      ,Parc,"296651,67","5041990,50",,ACER SACCHARINUM,,,"73,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296651,67","5041990,50",,
,0006427,15,Outremont,PARC OUTREMONT,,      ,Parc,"296655,36","5042002,16",,FRAXINUS PENNSYLVANICA,,,"45,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296655,36","5042002,16",,
,0006428,15,Outremont,PARC OUTREMONT,,      ,Parc,"296658,34","5042008,23",,ACER PLATANOIDES,,,"38,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296658,34","5042008,23",,
,0006429,15,Outremont,PARC OUTREMONT,,      ,Parc,"296661,07","5042013,60",,ACER SACCHARINUM,,,"79,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296661,07","5042013,60",,
,0006430,15,Outremont,PARC OUTREMONT,,      ,Parc,"296632,47","5042017,54",,ACER SACCHARINUM,,,"39,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296632,47","5042017,54",,
,0006431,15,Outremont,PARC OUTREMONT,,      ,Parc,"296629,64","5042012,30",,CRATAEGUS X MORDENENSIS  TOBA,,,"21,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296629,64","5042012,30",,
,0006432,15,Outremont,PARC OUTREMONT,,      ,Parc,"296634,26","5041925,72",,ACER PLATANOIDES,,,"68,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296634,26","5041925,72",,
,0006433,15,Outremont,PARC OUTREMONT,,      ,Parc,"296624,25","5042006,95",,ULMUS AMERICANA,,,"86,00",2024-09.12,,0,,,,,,"0,00",,0,,,,4,,"296624,25","5042006,95",,
,0006434,15,Outremont,PARC OUTREMONT,,      ,Parc,"296616,07","5041995,82",,FRAXINUS PENNSYLVANICA,,,"39,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296616,07","5041995,82",,
,0006435,15,Outremont,PARC OUTREMONT,,      ,Parc,"296614,58","5041986,14",,PHELLODENDRON AMU. HIS MAJESTY,,,"5,00",2021-11.29,,0,,,,,,"0,00",,0,,,,4,,"296614,58","5041986,14",,
,0006436,15,Outremont,PARC OUTREMONT,,      ,Parc,"296616,77","5041973,72",,ACER SACCHARINUM,,,"39,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296616,77","5041973,72",,
,0006437,15,Outremont,PARC OUTREMONT,,      ,Parc,"296614,38","5041968,29",,ACER PLATANOIDES,,,"81,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296614,38","5041968,29",,
,0006438,15,Outremont,PARC OUTREMONT,,      ,Parc,"296607,08","5041978,61",,ACER PLATANOIDES,,,"71,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296607,08","5041978,61",,
,0006439,15,Outremont,PARC OUTREMONT,,      ,Parc,"296608,19","5041992,21",,ULMUS AMERICANA 'VALLEY FORGE',,,"5,00",2025-07.21,,0,,,,,,"0,00",,0,,,,4,,"296608,19","5041992,21",,
,0006442,15,Outremont,PARC OUTREMONT,,      ,Parc,"296620,78","5042022,86",,AMELANCHIER LAEVIS,,,"5,00",2025-07.08,,0,,,,,,"0,00",,0,,,,4,,"296620,78","5042022,86",,
,0006443,15,Outremont,PARC OUTREMONT,,      ,Parc,"296628,95","5042034,23",,ACER PLATANOIDES,,,"58,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296628,95","5042034,23",,
,0006444,15,Outremont,PARC OUTREMONT,,      ,Parc,"296610,09","5042020,80",,CELTIS OCCIDENTALIS,,,"5,00",2023-11.03,,0,,,,,,"0,00",,0,,,,4,,"296610,09","5042020,80",,
,0006445,15,Outremont,PARC OUTREMONT,,      ,Parc,"296599,09","5042008,52",,ACER PLATANOIDES,,,"42,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296599,09","5042008,52",,
,0006446,15,Outremont,PARC OUTREMONT,,      ,Parc,"296601,55","5042001,48",,AMELANCHIER G. 'AUTUMN BRILLAN,,,"5,00",2025-07.21,,0,,,,,,"0,00",,0,,,,4,,"296601,55","5042001,48",,
,0006447,15,Outremont,PARC OUTREMONT,,      ,Parc,"296588,47","5041998,17",,CELTIS OCCIDENTALIS,,,"38,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296588,47","5041998,17",,
,0006448,15,Outremont,PARC OUTREMONT,,      ,Parc,"296582,98","5042006,86",,ACER SACCHARINUM,,,"47,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296582,98","5042006,86",,
,0006449,15,Outremont,PARC OUTREMONT,,      ,Parc,"296571,62","5042003,93",,ACER SACCHARINUM,,,"22,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296571,62","5042003,93",,
,0006450,15,Outremont,PARC OUTREMONT,,      ,Parc,"296568,13","5041996,15",,FRAXINUS PENNSYLVANICA,,,"29,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296568,13","5041996,15",,
,0006452,15,Outremont,PARC OUTREMONT,,      ,Parc,"296560,12","5041990,10",,GINKGO BILOBA,,,"62,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296560,12","5041990,10",,
,0006453,15,Outremont,PARC OUTREMONT,,      ,Parc,"296550,12","5041989,95",,GINKGO BILOBA,,,"51,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296550,12","5041989,95",,
,0006454,15,Outremont,PARC OUTREMONT,,      ,Parc,"296545,08","5041992,07",,ACER SACCHARINUM,,,"34,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296545,08","5041992,07",,
,0006456,15,Outremont,PARC OUTREMONT,,      ,Parc,"296536,86","5041987,44",,ACER SACCHARINUM,,,"82,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296536,86","5041987,44",,
,0006458,15,Outremont,PARC OUTREMONT,,      ,Parc,"296546,52","5041981,16",,ACER PLATANOIDES,,,"11,00",2014-02.06,,0,,,,,,"0,00",,0,,,,4,,"296546,52","5041981,16",,
,0006459,15,Outremont,PARC OUTREMONT,,      ,Parc,"296555,09","5041974,68",,ACER SACCHARINUM,,,"82,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296555,09","5041974,68",,
,0006462,15,Outremont,PARC OUTREMONT,,      ,Parc,"296571,36","5041965,42",,GINKGO BILOBA 'AUTUMN GOLD',,,"6,00",2024-09.30,,0,,,,,,"0,00",,0,,,,4,,"296571,36","5041965,42",,
,0006466,15,Outremont,PARC OUTREMONT,,      ,Parc,"296586,81","5041954,01",,MAACKIA AMURENSIS,,,"5,00",2025-07.21,,0,,,,,,"0,00",,0,,,,4,,"296586,81","5041954,01",,
,0006468,15,Outremont,PARC OUTREMONT,,      ,Parc,"296599,02","5041940,54",,ACER PLATANOIDES,,,"84,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296599,02","5041940,54",,
,0006469,15,Outremont,PARC OUTREMONT,,      ,Parc,"296607,51","5041934,61",,ACER FREEMANII AUTUMN BLAZE,,,"5,00",2021-08.05,,0,,,,,,"0,00",,Tout temps,,,,4,,"296607,51","5041934,61",,
,0006470,15,Outremont,PARC OUTREMONT,,      ,Parc,"296604,94","5041946,29",,GINKGO BILOBA 'AUTUMN GOLD',,,"6,00",2024-09.30,,0,,,,,,"0,00",,0,,,,4,,"296604,94","5041946,29",,
,0006471,15,Outremont,PARC OUTREMONT,,      ,Parc,"296609,24","5041941,44",,TILIA AMERICANA 'BOULEVARD',,,"6,00",2024-07.29,,0,,,,,,"0,00",,0,,,,4,,"296609,24","5041941,44",,
,0006472,15,Outremont,PARC OUTREMONT,,      ,Parc,"296612,30","5041946,35",,ACER PLATANOIDES,,,"76,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296612,30","5041946,35",,
,0006473,15,Outremont,PARC OUTREMONT,,      ,Parc,"296606,31","5041950,83",,ACER PLATANOIDES,,,"62,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296606,31","5041950,83",,
,0006474,15,Outremont,PARC OUTREMONT,,      ,Parc,"296600,27","5041954,76",,ACER PLATANOIDES,,,"56,00",2024-08.01,,0,,,,,,"0,00",,0,,,,4,,"296600,27","5041954,76",,
,0006475,15,Outremont,PARC OUTREMONT,,      ,Parc,"296604,34","5041962,11",,ACER PLATANOIDES,,,"30,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296604,34","5041962,11",,
,0006476,15,Outremont,PARC OUTREMONT,,      ,Parc,"296588,94","5041960,98",,ACER PLATANOIDES,,,"54,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296588,94","5041960,98",,
,0006477,15,Outremont,PARC OUTREMONT,,      ,Parc,"296583,83","5041965,45",,ULMUS 'ACCOLADE',,,"5,00",2024-10.02,,0,,,,,,"0,00",,0,,,,4,,"296583,83","5041965,45",,
,0006478,15,Outremont,PARC OUTREMONT,,      ,Parc,"296578,25","5041967,82",,ACER PLATANOIDES,,,"66,00",2025-04.30,,0,,,,,,"0,00",,0,,,,4,,"296578,25","5041967,82",,
,0006479,15,Outremont,PARC OUTREMONT,,      ,Parc,"296580,06","5041979,18",,CELTIS OCCIDENTALIS,,,"36,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296580,06","5041979,18",,
,0006480,15,Outremont,PARC OUTREMONT,,      ,Parc,"296571,29","5041987,12",,ACER SACCHARINUM,,,"36,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296571,29","5041987,12",,
,0006481,15,Outremont,PARC OUTREMONT,,      ,Parc,"296582,51","5041991,25",,ACER PLATANOIDES,,,"35,00",2024-07.26,,0,,,,,,"0,00",,0,,,,4,,"296582,51","5041991,25",,
